city,latitude,longitude,region,languages,timezone,attractions,date,high_c,low_c,feels_like_c,rain_probability,weather_condition,day_length,season,climate_risk,travel_recommendation,travel_score
Oslo,59.9139,10.7522,Europe,"Norwegian Nynorsk, Norwegian Bokmål, Sami",Europe/Oslo,Viking Ship Museum | Vigeland Sculpture Park | Akershus Fortress | Oslo Opera House,2026-06-09,16.7,14.8,16.6,100.0,Moderate rain,18h 38m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Oslo,59.9139,10.7522,Europe,"Norwegian Nynorsk, Norwegian Bokmål, Sami",Europe/Oslo,Viking Ship Museum | Vigeland Sculpture Park | Akershus Fortress | Oslo Opera House,2026-06-10,16.6,11.3,14.6,84.0,Light drizzle,18h 40m,Summer,Heavy rain risk,Not recommended high chance of rain,4.0
Oslo,59.9139,10.7522,Europe,"Norwegian Nynorsk, Norwegian Bokmål, Sami",Europe/Oslo,Viking Ship Museum | Vigeland Sculpture Park | Akershus Fortress | Oslo Opera House,2026-06-11,16.3,9.8,14.2,47.0,Overcast,18h 42m,Summer,No risk,Carry an umbrella,6.0
Oslo,59.9139,10.7522,Europe,"Norwegian Nynorsk, Norwegian Bokmål, Sami",Europe/Oslo,Viking Ship Museum | Vigeland Sculpture Park | Akershus Fortress | Oslo Opera House,2026-06-12,17.7,9.1,17.4,35.0,Light drizzle,18h 43m,Summer,No risk,Recommended,7.0
Oslo,59.9139,10.7522,Europe,"Norwegian Nynorsk, Norwegian Bokmål, Sami",Europe/Oslo,Viking Ship Museum | Vigeland Sculpture Park | Akershus Fortress | Oslo Opera House,2026-06-13,17.5,11.6,15.6,55.0,Moderate drizzle,18h 45m,Summer,No risk,Carry an umbrella,5.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-08,33.8,27.4,40.2,98.0,Thunderstorm,12h 55m,Summer,Heavy rain risk,Not recommended high chance of rain,2.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-09,33.6,26.8,40.6,96.0,Thunderstorm,12h 55m,Summer,Heavy rain risk,Not recommended high chance of rain,2.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-10,32.3,27.4,38.1,98.0,Thunderstorm,12h 56m,Summer,Heavy rain risk,Not recommended high chance of rain,2.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-11,32.7,26.9,39.3,78.0,Thunderstorm,12h 56m,Summer,No risk,Not recommended high chance of rain,3.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-12,32.2,26.7,37.6,84.0,Thunderstorm,12h 55m,Summer,Heavy rain risk,Not recommended high chance of rain,2.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-13,32.0,26.7,37.3,83.0,Thunderstorm,12h 55m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Bangkok,13.7563,100.5018,Asia,Thai,Asia/Bangkok,Grand Palace | Wat Pho Temple | Chatuchak Market | Khao San Road,2026-06-14,31.0,27.6,36.6,83.0,Light drizzle,12h 56m,Summer,Heavy rain risk,Not recommended high chance of rain,4.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-08,16.7,11.2,13.8,29.0,Light drizzle,9h 17m,Winter,No risk,Recommended,7.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-09,12.1,10.2,7.7,41.0,Light drizzle,9h 16m,Winter,No risk,Carry an umbrella,5.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-10,13.4,8.6,12.0,2.0,Overcast,9h 16m,Winter,No risk,Recommended,7.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-11,13.3,8.7,9.6,8.0,Partly cloudy,9h 15m,Winter,No risk,Recommended,8.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-12,14.3,11.4,13.5,6.0,Light drizzle,9h 14m,Winter,No risk,Recommended,7.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-13,13.2,11.3,10.9,6.0,Overcast,9h 13m,Winter,No risk,Recommended,7.0
Wellington,-41.2866,174.7756,Oceania,"English, Māori, New Zealand Sign Language",Pacific/Auckland,Te Papa Museum | Mount Victoria Lookout | Cuba Street | Wellington Botanic Garden,2026-06-14,13.0,8.5,8.8,4.0,Mainly clear,9h 13m,Winter,No risk,Recommended,8.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-08,16.7,4.2,13.8,73.0,Light drizzle,15h 54m,Summer,No risk,Not recommended high chance of rain,5.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-09,18.7,5.8,16.6,47.0,Light drizzle,15h 56m,Summer,No risk,Carry an umbrella,6.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-10,23.8,6.5,22.5,0.0,Overcast,15h 57m,Summer,No risk,Highly recommended,9.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-11,21.3,12.3,20.1,45.0,Overcast,15h 57m,Summer,No risk,Carry an umbrella,7.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-12,20.7,9.9,18.9,73.0,Overcast,15h 58m,Summer,No risk,Not recommended high chance of rain,6.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-13,22.7,9.5,23.7,25.0,Overcast,16h 0m,Summer,No risk,Highly recommended,8.0
Ulaanbaatar,47.8864,106.9057,Asia,Mongolian,Asia/Ulaanbaatar,Gandantegchinlen Monastery | Sukhbaatar Square | National Museum of Mongolia | Zaisan Memorial,2026-06-14,24.1,11.9,22.8,25.0,Overcast,16h 0m,Summer,No risk,Highly recommended,8.0
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-07,33.5,20.7,34.5,0.0,Partly cloudy,14h 1m,Summer,No risk,Recommended,8.0
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-08,36.7,21.2,38.0,0.0,Clear sky,14h 1m,Summer,No risk,Recommended,6.5
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-09,37.4,21.9,38.3,0.0,Clear sky,14h 2m,Summer,No risk,Recommended,6.5
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-10,36.9,21.5,38.8,0.0,Overcast,14h 2m,Summer,No risk,Recommended,5.5
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-11,36.4,21.1,37.8,0.0,Partly cloudy,14h 3m,Summer,No risk,Recommended,6.5
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-12,36.1,20.6,36.4,0.0,Mainly clear,14h 3m,Summer,No risk,Recommended,6.5
Cairo,30.0444,31.2357,Africa,Arabic,Africa/Cairo,Pyramids of Giza | Egyptian Museum | Khan el-Khalili Bazaar | Sphinx | Nile River,2026-06-13,35.8,19.6,36.0,0.0,Clear sky,14h 3m,Summer,No risk,Recommended,8.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-07,28.7,26.0,34.1,95.0,Light showers,12h 29m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-08,29.7,24.8,36.8,100.0,Moderate showers,12h 30m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-09,29.0,23.7,34.7,100.0,Moderate showers,12h 30m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-10,29.0,25.4,34.8,99.0,Moderate drizzle,12h 29m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-11,29.0,24.6,34.7,90.0,Moderate showers,12h 29m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-12,28.2,25.1,33.2,95.0,Light showers,12h 30m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Lagos,6.5244,3.3792,Africa,English,Africa/Lagos,Nike Art Gallery | Lekki Conservation Centre | Freedom Park | Bar Beach | Balogun Market,2026-06-13,28.6,25.5,33.5,94.0,Light showers,12h 30m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-07,29.4,25.9,35.1,100.0,Moderate showers,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-08,29.6,25.6,35.1,100.0,Moderate showers,12h 30m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-09,28.7,25.1,33.2,100.0,Moderate showers,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-10,28.7,25.6,34.1,96.0,Moderate showers,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-11,28.7,25.5,32.7,98.0,Light showers,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-12,28.5,24.9,32.2,98.0,Light showers,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Colombo,6.9271,79.8612,Asia,"Sinhala, Tamil",Asia/Colombo,Gangaramaya Temple | Galle Face Green | National Museum | Pettah Market,2026-06-13,28.8,25.1,33.8,94.0,Heavy drizzle,12h 31m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-08,31.3,27.2,37.0,39.0,Thunderstorm,12h 57m,Summer,No risk,Highly recommended,6.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-09,31.4,26.1,37.1,55.0,Thunderstorm,12h 58m,Summer,No risk,Carry an umbrella,5.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-10,31.3,26.5,37.3,71.0,Thunderstorm,12h 58m,Summer,No risk,Not recommended high chance of rain,4.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-11,30.9,26.8,36.8,68.0,Moderate drizzle,12h 58m,Summer,No risk,Carry an umbrella,4.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-12,31.1,26.0,38.1,78.0,Light showers,12h 59m,Summer,No risk,Not recommended high chance of rain,4.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-13,30.7,26.0,38.0,89.0,Thunderstorm,12h 59m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Manila,14.5995,120.9842,Asia,"English, Filipino",Asia/Manila,Intramuros | Rizal Park | San Agustin Church | National Museum | BGC Art Center,2026-06-14,30.7,26.4,36.0,90.0,Moderate drizzle,12h 59m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-08,26.2,17.0,28.0,33.0,Overcast,14h 41m,Summer,No risk,Highly recommended,8.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-09,26.4,15.2,28.4,1.0,Mainly clear,14h 41m,Summer,No risk,Highly recommended,10.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-10,25.5,15.9,26.4,41.0,Overcast,14h 42m,Summer,No risk,Carry an umbrella,7.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-11,25.6,16.7,26.1,91.0,Moderate drizzle,14h 42m,Summer,Heavy rain risk,Not recommended high chance of rain,4.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-12,27.0,16.8,28.2,6.0,Mainly clear,14h 43m,Summer,No risk,Highly recommended,10.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-13,30.2,16.5,30.4,7.0,Partly cloudy,14h 43m,Summer,No risk,Highly recommended,9.0
Seoul,37.5665,126.978,Asia,Korean,Asia/Seoul,Gyeongbokgung Palace | N Seoul Tower | Bukchon Hanok Village | Myeongdong | DMZ,2026-06-14,26.2,19.3,25.9,22.0,Light drizzle,14h 44m,Summer,No risk,Highly recommended,8.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-08,31.6,23.8,37.9,90.0,Moderate showers,12h 18m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-09,30.8,23.1,37.0,96.0,Light showers,12h 18m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-10,32.3,24.1,38.7,73.0,Light showers,12h 18m,Summer,No risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-11,30.7,24.2,36.9,86.0,Moderate drizzle,12h 18m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-12,31.8,24.6,37.6,88.0,Moderate showers,12h 18m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-13,31.3,24.2,37.9,88.0,Moderate showers,12h 18m,Summer,Heavy rain risk,Not recommended high chance of rain,3.0
Kuala Lumpur,3.139,101.6869,Asia,"English, Malay",Asia/Kuala_Lumpur,Petronas Twin Towers | Batu Caves | Central Market | KL Bird Park | Bukit Bintang,2026-06-14,31.8,23.5,38.7,78.0,Heavy drizzle,12h 18m,Summer,No risk,Not recommended high chance of rain,4.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-07,32.6,19.9,35.2,0.0,Mainly clear,14h 43m,Summer,No risk,Recommended,8.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-08,32.6,22.4,33.9,0.0,Overcast,14h 43m,Summer,No risk,Recommended,7.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-09,32.0,22.3,32.5,33.0,Overcast,14h 44m,Summer,No risk,Highly recommended,7.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-10,33.0,21.3,33.9,0.0,Overcast,14h 45m,Summer,No risk,Recommended,7.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-11,33.2,20.2,34.2,3.0,Mainly clear,14h 46m,Summer,No risk,Recommended,8.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-12,33.3,21.6,35.0,10.0,Overcast,14h 46m,Summer,No risk,Recommended,7.0
Athens,37.9838,23.7275,Europe,Greek,Europe/Athens,Acropolis | Parthenon | Ancient Agora | National Archaeological Museum | Plaka District,2026-06-13,32.9,20.9,34.4,4.0,Clear sky,14h 47m,Summer,No risk,Recommended,8.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-07,29.6,19.3,30.4,2.0,Overcast,15h 50m,Summer,No risk,Highly recommended,8.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-08,30.6,21.0,29.7,2.0,Overcast,15h 51m,Summer,No risk,Highly recommended,8.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-09,32.1,22.6,32.4,41.0,Light rain,15h 53m,Summer,No risk,Carry an umbrella,4.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-10,29.0,18.3,30.4,53.0,Light drizzle,15h 53m,Summer,No risk,Carry an umbrella,6.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-11,21.3,14.9,23.0,67.0,Moderate showers,15h 54m,Summer,No risk,Carry an umbrella,5.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-12,20.8,12.2,20.1,41.0,Overcast,15h 55m,Summer,No risk,Carry an umbrella,7.0
Budapest,47.4979,19.0402,Europe,Hungarian,Europe/Budapest,Fishermans Bastion | Buda Castle | Parliament Building | Szechenyi Baths | Chain Bridge,2026-06-13,25.9,13.8,23.5,25.0,Light drizzle,15h 55m,Summer,No risk,Highly recommended,8.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-07,15.8,13.7,15.7,51.0,Light drizzle,9h 54m,Winter,No risk,Carry an umbrella,6.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-08,13.6,10.6,11.9,98.0,Moderate drizzle,9h 54m,Winter,Heavy rain risk,Not recommended high chance of rain,2.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-09,14.3,7.7,13.9,2.0,Overcast,9h 53m,Winter,No risk,Recommended,7.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-10,14.7,10.5,14.6,27.0,Overcast,9h 53m,Winter,No risk,Recommended,6.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-11,16.2,9.6,16.0,16.0,Overcast,9h 52m,Winter,No risk,Recommended,8.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-12,14.1,8.6,12.3,6.0,Overcast,9h 52m,Winter,No risk,Recommended,7.0
Buenos Aires,-34.6037,-58.3816,Americas,"Guaraní, Spanish",America/Argentina/Buenos_Aires,Recoleta Cemetery | La Boca Neighbourhood | Teatro Colon | Plaza de Mayo | San Telmo Market,2026-06-13,13.3,6.4,11.3,33.0,Light drizzle,9h 51m,Winter,No risk,Recommended,6.0
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-07,41.5,31.6,44.0,0.0,Clear sky,13h 40m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-08,41.6,31.4,40.4,0.0,Clear sky,13h 40m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-09,45.5,30.4,43.7,0.0,Clear sky,13h 41m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-10,45.0,32.6,46.3,0.0,Clear sky,13h 41m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-11,45.1,33.5,44.7,0.0,Clear sky,13h 41m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-12,44.4,33.3,42.4,0.0,Clear sky,13h 42m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Doha,25.2854,51.531,Asia,Arabic,Asia/Qatar,Museum of Islamic Art | Souq Waqif | The Pearl Qatar | Katara Cultural Village,2026-06-13,42.4,31.7,45.2,0.0,Clear sky,13h 42m,Summer,Extreme heat warning,Not recommended extreme heat,6.5
Brasilia,-15.7801,-47.9292,Americas,Portuguese,America/Sao_Paulo,Cathedral of Brasilia | National Congress | Juscelino Kubitschek Bridge | Paranoa Lake,2026-06-07,24.1,13.2,23.9,0.0,Overcast,11h 13m,Winter,No risk,Highly recommended,9.0
Brasilia,-15.7801,-47.9292,Americas,Portuguese,America/Sao_Paulo,Cathedral of Brasilia | National Congress | Juscelino Kubitschek Bridge | Paranoa Lake,2026-06-08,26.1,14.4,26.2,2.0,Overcast,11h 13m,Winter,No risk,Highly recommended,9.0
Brasilia,-15.7801,-47.9292,Americas,Portuguese,America/Sao_Paulo,Cathedral of Brasilia | National Congress | Juscelino Kubitschek Bridge | Paranoa Lake,2026-06-09,28.0,16.1,27.6,0.0,Overcast,11h 13m,Winter,No risk,Highly recommended,9.0
Brasilia,-15.7801,-47.9292,Americas,Portuguese,America/Sao_Paulo,Cathedral of Brasilia | National Congress | Juscelino Kubitschek Bridge | Paranoa Lake,2026-06-10,28.3,16.7,28.0,0.0,Overcast,11h 13m,Winter,No risk,Highly recommended,8.0
Brasilia,-15.7801,-47.9292,Americas,Portuguese,America/Sao_Paulo,Cathedral of Brasilia | National Congress | Juscelino Kubitschek Bridge | Paranoa Lake,2026-06-11,28.4,19.3,28.6,10.0,Overcast,11h 12m,Winter,No risk,Highly recommended,8.0
